,TimeStamp,30 Температура масла в магистрали общей откачки (поз. Тм),31 Температура слива масла из опоры турбины (поз. Т606),32 Температура масла на входе в двигатель за фильтром (поз. Т607),33 Температура топливного газа перед СК (перед расходомерным устройством) (поз. Ттг),34 Давление масла в нагнетающей магистрали двигателя (после фильтра) (поз. Pм),35 Давление масла в магистрали общей откачки (поз. Р615),36 Давление за ОК Pk1,37 Давление за ОК Pk2,38 Давление топливного газа перед дозаторами (поз. Pтг1.1),39 Вибрация промежуточного корпуса газогенератора (гориз.) (поз. В1),40 Вибрация корпуса силовой турбины (гориз.) (поз. В2),"41 Положение дозатора газа 8402 (или ДУС-6,5 МП) ( поз. А ДГ)",42 Контроль управления дозатором газа ДГ ,43 Частота вращения РНД (Расчетная),44 Частота вращения РВД (Расчетная),45 Частота вращения РСТ (Расчетная),46 Температура воздуха на входе в газогенератор (Расчетная),47 Давление воздуха за компрессором (Расчетная),48 Частота вращения РНД приведенная,49 Частота вращения РВД приведенная,50 Температура газов за ТНД максимальная (Расчетная),51 Положение лопаток НА КВД. (поз. A2),52 Положение КПВ (поз. A3)
9310,6230,47.5,53.409,728.1370552999327,-0.415,0.22,203.3477696559373,745.983920361371,831.0281821292044,2934.937,3.068,0.22,0.22,24.004,7608.251,10259.392,3719.244,0.22,923.31,8004.133533915028,11062.167,1066.3024094710556,79.7,0.22
9311,6250,47.526,53.409,728.1370552999327,-0.415,0.22,306.7109685006167,745.983920361371,721.4269475806475,2933.24,3.058,0.22,141.89652204131323,24.192,7608.251,10259.392,3719.244,0.22,923.31,8004.133533915028,11062.167,1066.3024094710556,79.694,0.22
9312,6270,47.526,53.409,728.1370552999327,-0.415,0.22,26.25448400613368,745.983920361371,1039.8993789510153,2932.392,3.058,0.22,0.22,24.192,7608.251,10258.138,3719.037,166.2377461369223,923.31,8004.133533915028,11062.167,1066.3024094710556,79.694,0.22
9313,6290,47.526,53.409,728.1370552999327,-0.415,0.22,153.43141056379335,745.983920361371,920.5812054340294,2931.968,3.058,0.22,0.22,24.192,7608.251,10258.138,3719.037,0.22,923.31,8004.133533915028,11062.167,1066.3024094710556,79.694,0.22
9314,6311,47.526,53.409,728.1370552999327,-0.415,0.22,344.796557298418,745.983920361371,1051.083223807808,2931.756,3.058,7.370288381758729,0.22,24.192,7608.251,10258.138,3719.037,0.22,923.31,8004.133533915028,11062.167,1066.3024094710556,79.694,0.22
9315,6330,47.526,53.409,728.1370552999327,-0.415,0.22,85.5779084042511,745.983920361371,1076.5435735207227,2931.65,3.058,33.55623310057676,0.22,24.192,7608.251,10258.138,3719.037,0.22,923.31,8004.133533915028,11062.167,1066.3024094710556,79.694,0.22
9316,6350,47.54,53.409,728.1370552999327,-0.415,0.22,445.28105659545787,745.983920361371,986.8246133071187,2965.856,3.056,0.22,0.22,24.442,7608.251,10258.138,3719.037,145.53160387761062,923.31,8226.140015999465,11062.167,1219.8805448763828,79.775,0.22
9317,6370,47.54,53.409,728.1370552999327,-0.415,0.22,64.64709407214303,745.983920361371,745.5476960762971,2982.959,3.056,0.22,197.8506282336471,24.442,7608.251,10257.742,3718.987,0.22,923.31,8226.140015999465,11062.167,1219.8805448763828,79.775,0.22
9318,6390,47.54,53.409,728.1370552999327,-0.415,0.22,163.97464444341907,745.983920361371,971.9834353150181,2991.51,3.056,112.88945303058544,249.4919219375864,24.442,7608.251,10257.742,3718.987,62.50864133003818,923.31,8226.140015999465,11062.167,1219.8805448763828,79.775,0.22
9319,6410,47.54,53.409,728.1370552999327,-0.415,0.22,208.47483262142666,745.983920361371,1013.2697920170779,2995.786,3.056,85.97026886983495,11.668460045153616,24.442,7608.251,10257.742,3718.987,53.07853311175813,923.31,8226.140015999465,11062.167,1219.8805448763828,79.775,0.22
9320,6430,47.54,53.409,728.1370552999327,-0.415,0.22,268.2427722216792,745.983920361371,1000.2956190329755,2997.924,3.056,0.22,67.33178225563185,24.442,7608.251,10257.742,3718.987,207.37286930237872,923.31,8226.140015999465,11062.167,1219.8805448763828,79.775,0.22
9321,6450,47.547,53.409,728.1370552999327,-0.415,0.22,420.7224004736171,745.983920361371,926.6880833929092,3013.463,3.049,0.22,72.0289977746437,24.464,7608.251,10257.742,3718.987,0.22,923.31,8226.140015999465,11062.167,1219.8805448763828,79.803,0.22
9322,6470,47.547,53.409,728.1370552999327,-0.415,0.22,381.26333660368135,745.983920361371,808.1600021009128,3021.233,3.049,171.85881393649692,0.22,24.464,7608.251,10256.99,3718.768,109.4138671503305,923.31,8226.140015999465,11062.167,1219.8805448763828,79.803,0.22
9323,6490,47.547,53.409,728.1370552999327,-0.415,0.22,455.5894377279439,745.983920361371,852.2421174707613,3025.118,3.049,0.22,163.42547292934967,24.464,7608.251,10256.99,3718.768,0.22,923.31,8226.140015999465,11062.167,1219.8805448763828,79.803,0.22
9324,6510,47.547,53.409,728.1370552999327,-0.415,0.22,227.13660565283735,745.983920361371,1115.8340714575477,3027.06,3.049,0.22,0.22,24.464,7608.251,10256.99,3718.768,0.22,923.31,8226.140015999465,11062.167,1219.8805448763828,79.803,0.22
9325,6530,47.547,53.409,728.1370552999327,-0.415,0.22,253.32536380344752,745.983920361371,911.9945564048353,3028.031,3.049,28.56233443206729,106.10450819976671,24.464,7608.251,10256.99,3718.768,0.22,923.31,8226.140015999465,11062.167,1219.8805448763828,79.803,0.22
9326,6550,47.562,53.409,728.1370552999327,-0.415,0.22,75.76204747700561,745.983920361371,1140.4830429628953,2962.225,3.047,140.64729015788748,12.934501869328692,24.266,7608.251,10256.99,3718.768,0.22,923.31,8226.140015999465,11062.167,1219.8805448763828,79.803,0.22
9327,6570,47.562,53.409,728.1370552999327,-0.415,0.22,387.10305354348725,745.983920361371,1047.8212139461284,2929.322,3.047,0.22,0.22,24.266,7608.251,10256.543,3718.509,46.629766304459636,923.31,8226.140015999465,11062.167,1219.8805448763828,79.803,0.22
9328,6590,47.562,53.409,728.1370552999327,-0.415,0.22,405.2640065275646,745.983920361371,994.7088335340493,2912.871,3.047,0.22,90.73016169223533,24.266,7608.251,10256.543,3718.509,0.22,923.31,8226.140015999465,11062.167,1219.8805448763828,79.803,0.22
9329,6610,47.562,53.409,728.1370552999327,-0.415,0.22,152.81807770854766,745.983920361371,929.7817242121869,2904.645,3.047,0.22,0.22,24.266,7608.251,10256.543,3718.509,181.01258268904436,923.31,8226.140015999465,11062.167,1219.8805448763828,79.803,0.22
9330,6632,47.562,53.409,728.1370552999327,-0.415,0.22,198.28156112399256,745.983920361371,1102.221145850596,2900.532,3.047,96.75527853547565,0.22,24.266,7608.251,10256.543,3718.509,0.22,923.31,8226.140015999465,11062.167,1219.8805448763828,79.803,0.22
9331,6650,47.57,53.409,728.1370552999327,-0.415,0.22,286.1172289814312,989.146860735044,770.0565940757685,2898.476,3.047,38.12607277372324,201.7008725640499,24.266,7608.251,10256.543,3718.509,0.22,923.31,8226.140015999465,11062.167,1219.8805448763828,79.803,0.22
9332,6674,47.57,53.409,728.1370552999327,-0.415,0.22,120.94712690039756,989.146860735044,828.5334376406936,2934.18,3.049,153.77228265942574,228.49569097654336,24.022,7608.251,10256.543,3718.509,21.564613043028253,923.31,8226.140015999465,11062.167,1219.8805448763828,79.85,0.22
9333,6694,47.57,53.409,0.22,-0.415,0.22,259.2592817568902,989.146860735044,972.8008138315078,2952.032,3.049,115.31076627066066,128.91390908580615,24.022,7608.251,10256.471,3718.328,0.22,923.31,8226.140015999465,11062.167,1219.8805448763828,79.85,0.22
9334,6714,47.57,53.409,0.22,-0.415,0.22,94.66966578731913,989.146860735044,1152.3601350245688,2960.958,3.049,0.22,0.22,24.022,7608.251,10256.471,3718.328,102.08921632456025,923.31,8226.140015999465,11062.167,1219.8805448763828,79.85,0.22
9335,6734,47.57,53.409,0.22,-0.415,0.22,309.45436643047475,989.146860735044,871.9760442969383,2965.421,3.049,0.22,212.51538694627948,24.022,7608.251,10256.471,3718.328,131.87174149116112,923.31,8226.140015999465,11062.167,1219.8805448763828,79.85,0.22
9336,6754,47.573,53.409,0.22,-0.415,0.22,86.96030199143095,989.146860735044,1128.9099450748317,2967.653,3.049,0.22,0.22,24.022,7608.251,10256.471,3718.328,0.22,923.31,8226.140015999465,11062.167,1219.8805448763828,79.85,0.22
9337,6774,47.573,53.409,0.22,-0.415,0.22,451.3690369542468,989.146860735044,708.2905883678068,2939.581,3.054,182.07856959788447,251.64226426077545,24.18,7608.251,10256.471,3718.328,0.22,923.31,8226.140015999465,11062.167,1219.8805448763828,79.725,0.22
9338,6794,47.573,53.409,0.22,-0.415,0.22,49.685709333872865,989.146860735044,749.2116916547028,2925.544,3.054,236.08876821442314,39.39854237516319,24.18,7608.251,10255.951,3717.984,77.70727168612473,923.31,8226.140015999465,11062.167,1219.8805448763828,79.725,204.86234395988615
9339,6815,47.573,53.409,0.22,-0.415,0.22,293.30390893318037,989.146860735044,1014.6462659518171,2918.526,3.054,122.60781472690972,0.22,24.18,7608.251,10255.951,3717.984,188.01844046320832,923.31,8226.140015999465,11062.167,1219.8805448763828,79.725,204.86234395988615
9340,6831,47.573,53.409,0.22,-0.415,0.22,285.3153277015015,989.146860735044,716.1251085663855,2915.017,3.054,152.5549479281868,182.02983452386394,24.18,7608.251,10255.951,3717.984,0.22,923.31,8226.140015999465,11062.167,1219.8805448763828,79.725,204.86234395988615
9341,6854,47.611,53.409,0.22,-0.415,823.0277919176488,362.4882439265267,989.146860735044,818.6221763069616,2913.263,3.054,0.22,223.11890130026245,24.18,7608.251,10255.951,3717.984,153.7368183272867,923.31,8226.140015999465,11062.167,1219.8805448763828,79.725,204.86234395988615
9342,6874,47.611,53.409,0.22,-0.415,823.0277919176488,385.2285256767733,989.146860735044,976.297333499834,2907.624,3.051,31.37300388451677,0.22,24.331,7608.251,10255.951,3717.984,0.22,923.31,8226.140015999465,11062.167,1219.8805448763828,79.828,204.86234395988615
9343,6894,47.611,53.409,0.22,-0.415,823.0277919176488,206.17940271091192,989.146860735044,955.136458917945,2904.805,3.051,0.22,152.24609429600267,24.331,7608.251,10255.897,3717.375,129.22399629446903,923.31,8226.140015999465,11062.167,1219.8805448763828,79.828,204.86234395988615
9344,6914,47.611,53.409,0.22,-0.415,823.0277919176488,439.57149137156694,989.146860735044,844.3639219447,2903.395,3.051,0.22,142.26468675998885,24.331,7608.251,10255.897,3717.375,146.80269088898046,923.31,8226.140015999465,11062.167,1219.8805448763828,79.828,204.86234395988615
9345,6931,47.611,53.409,0.22,-0.415,823.0277919176488,52.2482985350469,989.146860735044,975.2115727194847,2902.69,3.051,140.74628594021618,195.56658497960913,24.331,7608.251,10255.897,3717.375,0.22,923.31,8226.140015999465,11062.167,1219.8805448763828,79.828,204.86234395988615
9346,6954,47.63,53.409,0.22,-0.415,823.0277919176488,129.0407069675195,989.146860735044,1018.7727004708313,2902.337,3.051,140.7466058443856,0.22,24.331,7608.251,10255.897,3717.375,135.91700936399184,923.31,8226.140015999465,11062.167,1219.8805448763828,79.828,204.86234395988615
9347,6974,47.63,53.409,0.22,-0.415,823.0277919176488,186.92722961376725,989.146860735044,873.4754727709781,2935.431,3.044,79.26811383406836,130.54809107882812,24.3,7608.251,10255.897,3717.375,163.65966849578132,923.31,8226.140015999465,11062.167,1219.8805448763828,79.75,204.86234395988615
9348,6994,47.63,53.409,0.22,-0.415,823.0277919176488,401.08697702433585,989.146860735044,1149.804142733481,2951.977,3.044,153.213998995652,86.45462257958447,24.3,7608.251,10254.518,3716.86,40.723752949176905,923.31,8226.140015999465,11062.167,1219.8805448763828,79.75,204.86234395988615
9349,7014,47.63,53.409,0.22,-0.415,823.0277919176488,268.89802158029295,989.146860735044,990.3212114115343,2960.25,3.044,0.22,1.9527218612848714,24.3,7608.251,10254.518,3716.86,13.096005005694899,923.31,8226.140015999465,11062.167,1219.8805448763828,79.75,204.86234395988615
9350,7032,47.63,53.409,0.22,-0.415,823.0277919176488,74.85903936998204,989.146860735044,814.8424537927849,2964.387,3.044,132.96486640531532,214.53589639846183,24.3,7608.251,10254.518,3716.86,162.6722369824132,923.31,8226.140015999465,11062.167,1219.8805448763828,79.75,204.86234395988615
9351,7054,47.639,53.409,0.22,-0.415,823.0277919176488,59.9573761766101,989.146860735044,826.564688034598,2966.456,3.044,225.4858617452124,0.22,24.3,7608.251,10254.518,3716.86,0.22,923.31,8226.140015999465,11062.167,1219.8805448763828,79.75,204.86234395988615
9352,7074,47.639,53.409,0.22,-0.415,823.0277919176488,95.9524044690626,989.146860735044,717.2861011417907,2980.291,3.047,20.585987204076808,121.72410974217202,24.316,7608.251,10254.518,3716.86,0.22,923.31,8226.140015999465,11062.167,1219.8805448763828,79.933,204.86234395988615
9353,7094,47.639,53.409,0.22,-0.415,823.0277919176488,368.8823134590006,989.146860735044,1096.9856055574708,2987.208,3.047,0.22,0.22,24.316,7608.251,10254.876,3716.36,0.22,923.31,8226.140015999465,11062.167,1219.8805448763828,79.933,204.86234395988615
9354,7114,47.639,53.409,0.22,-0.415,823.0277919176488,18.951194982807294,989.146860735044,916.1211977116856,2990.667,3.047,0.22,150.41618100207734,24.316,7608.251,10254.876,3716.36,81.57868598218576,923.31,8226.140015999465,11062.167,1219.8805448763828,79.933,204.86234395988615
9355,7133,47.639,53.409,0.22,-0.415,823.0277919176488,293.8989040480801,989.146860735044,918.0389663607266,2992.396,3.047,145.14801715575902,76.73700747415883,24.316,7608.251,10254.876,3716.36,0.22,923.31,8226.140015999465,11062.167,1219.8805448763828,79.933,204.86234395988615
9356,7154,47.644,53.409,0.22,-0.415,823.0277919176488,204.41091316712237,989.146860735044,1120.9627816003087,2993.261,3.047,0.22,168.6091767351911,24.316,7608.251,10254.876,3716.36,180.49460474262185,923.31,8226.140015999465,11062.167,1219.8805448763828,79.933,204.86234395988615
9357,7174,47.644,53.409,0.22,-0.415,823.0277919176488,438.24510152312655,989.146860735044,730.651969167573,3035.125,3.035,0.22,0.22,24.309,7608.251,10254.876,3716.36,0.22,923.31,8485.261198280046,11062.167,173.9399371003155,79.855,204.86234395988615
9358,7194,47.644,53.409,0.22,-0.415,823.0277919176488,25.82135938486124,989.146860735044,1140.9590525358165,3056.058,3.035,0.22,212.8940822476552,24.309,7608.251,10255.324,3716.123,105.91234398248137,923.31,8485.261198280046,11062.167,173.9399371003155,79.855,204.86234395988615
9359,7214,47.644,53.409,0.22,-0.415,823.0277919176488,370.5235883324957,989.146860735044,701.8301381512566,3066.524,3.035,118.92902399325595,0.22,24.309,7608.251,10255.324,3716.123,0.22,923.31,8485.261198280046,11062.167,173.9399371003155,79.855,204.86234395988615
9360,7231,47.644,53.409,0.22,-0.415,823.0277919176488,364.35469184989904,989.146860735044,1090.3418226093593,3071.757,3.035,85.13639098115794,0.22,24.309,7608.251,10255.324,3716.123,17.633127524894356,923.31,8485.261198280046,11062.167,173.9399371003155,79.855,204.86234395988615
9361,7253,47.646,53.409,0.22,-0.415,823.0277919176488,148.44500405504638,1116.900501070436,1061.6020362687464,3074.373,3.035,65.00743440119521,57.941135098654016,24.309,7608.251,10255.324,3716.123,0.22,923.31,8485.261198280046,11062.167,173.9399371003155,79.855,204.86234395988615
9362,7271,47.646,53.409,0.22,-0.415,823.0277919176488,417.11630935758274,1116.900501070436,889.1058584057688,3032.456,3.035,0.22,0.22,24.177,7608.251,10255.324,3716.123,0.22,923.31,8485.261198280046,11062.167,173.9399371003155,79.775,204.86234395988615
9363,7291,47.646,53.409,0.22,-0.415,823.0277919176488,371.5201308138236,1116.900501070436,951.8732167555806,3011.497,3.035,138.52204847150085,0.22,24.177,7608.251,10255.432,3716.201,206.50053408611066,923.31,8485.261198280046,11062.167,173.9399371003155,79.775,204.86234395988615
9364,7311,47.646,53.409,0.22,-0.415,823.0277919176488,238.75927890452837,1116.900501070436,1132.224695887016,3001.018,3.035,83.01086873560762,80.6684599276917,24.177,7608.251,10255.432,3716.201,115.8349768311153,923.31,8485.261198280046,11062.167,173.9399371003155,79.775,204.86234395988615
9365,7331,47.646,53.409,0.22,-0.415,823.0277919176488,208.64599645147393,1116.900501070436,1024.6246191400671,2995.778,3.035,139.1342038154254,53.80814551499351,24.177,7608.251,10255.432,3716.201,50.828454579587756,923.31,8485.261198280046,11062.167,173.9399371003155,79.775,204.86234395988615
9366,7351,47.647,53.409,0.22,-0.415,823.0277919176488,404.456739277627,1116.900501070436,1033.4594764350036,2993.158,3.035,0.22,16.237791683346742,24.177,7608.251,10255.432,3716.201,0.22,923.31,8485.261198280046,11062.167,173.9399371003155,79.775,204.86234395988615
9367,7371,47.647,53.409,0.22,-0.415,823.0277919176488,384.5846345152761,1116.900501070436,1154.967714687143,2977.502,3.042,0.22,57.06326301237159,23.994,7608.251,10255.432,3716.201,203.60456796567198,923.31,8485.261198280046,11062.167,173.9399371003155,79.753,204.86234395988615
9368,7391,47.647,53.409,0.22,-0.415,823.0277919176488,330.5981335640529,1116.900501070436,905.156083412351,2969.674,3.042,0.22,62.057064947554025,23.994,7608.251,10255.754,3716.104,12.297116845762634,923.31,8485.261198280046,11062.167,173.9399371003155,79.753,204.86234395988615
9369,7411,47.647,53.409,0.22,-0.415,823.0277919176488,64.50284041668147,1116.900501070436,828.6964771391439,2965.759,3.042,127.23742464645538,0.22,23.994,7608.251,10255.754,3716.104,87.77586958769582,923.31,8485.261198280046,11062.167,173.9399371003155,79.753,204.86234395988615
9370,7431,47.647,53.409,0.22,-0.415,823.0277919176488,338.62137204799046,1116.900501070436,748.9498209003616,2963.802,3.042,0.22,0.22,23.994,7608.251,10255.754,3716.104,182.49787361206322,923.31,8485.261198280046,11062.167,173.9399371003155,79.753,204.86234395988615
9371,7451,47.648,53.409,0.22,-0.415,823.0277919176488,58.499997199232496,1116.900501070436,1078.4390300383707,2962.824,3.042,0.22,218.6669495490944,23.994,7608.251,10255.754,3716.104,0.22,923.31,8485.261198280046,11062.167,173.9399371003155,79.753,204.86234395988615
9372,7471,47.648,53.409,0.22,-0.415,823.0277919176488,83.582111927201,1116.900501070436,1131.3197715355504,2972.785,3.042,0.22,0.22,23.991,7608.251,10255.754,3716.104,0.22,923.31,8485.261198280046,11062.167,173.9399371003155,79.828,204.86234395988615
9373,7491,47.648,53.409,0.22,-0.415,0.22,370.1372815675743,1116.900501070436,1077.9323044893636,2977.766,3.042,0.22,84.1189375152983,23.991,7608.251,10255.879,3715.97,0.22,923.31,8485.261198280046,11062.167,173.9399371003155,79.828,204.86234395988615
9374,7511,47.648,53.409,0.22,-0.415,0.22,221.20112870052844,1116.900501070436,1052.6920447397376,2980.256,3.042,0.22,0.22,23.991,7608.251,10255.879,3715.97,40.78223562527411,923.31,8485.261198280046,11062.167,173.9399371003155,79.828,204.86234395988615
9375,7531,47.648,53.409,0.22,-0.415,0.22,362.9984661807724,1116.900501070436,802.5076976679718,2981.501,3.042,46.50435262170116,115.56179061954454,23.991,7608.251,10255.879,3715.97,0.22,923.31,8485.261198280046,11062.167,173.9399371003155,79.828,204.86234395988615
9376,7551,47.672,53.409,0.22,-0.415,0.22,153.60989214257543,1116.900501070436,1111.4267997893419,2982.124,3.042,54.07536232368601,195.59936219370985,23.991,7608.251,10255.879,3715.97,113.981274702399,923.31,8485.261198280046,11062.167,173.9399371003155,79.828,204.86234395988615
9377,7571,47.672,53.409,0.22,-0.415,0.22,12.57889456808752,1116.900501070436,962.4972095582049,2973.531,3.047,0.22,0.22,24.025,7608.251,10255.879,3715.97,0.22,923.31,8485.261198280046,11062.167,173.9399371003155,79.641,204.86234395988615
9378,7591,47.672,53.409,0.22,-0.415,0.22,200.95975979757867,1116.900501070436,999.2162726379626,2969.234,3.047,164.5374905569194,21.000536315762044,24.025,7608.251,10255.79,3715.995,0.22,923.31,8485.261198280046,11062.167,173.9399371003155,79.641,204.86234395988615
9379,7611,47.672,53.409,0.22,-0.415,0.22,211.3880398109537,1116.900501070436,812.5071190884382,2967.085,3.047,129.13606917746114,0.22,24.025,7608.251,10255.79,3715.995,184.46446224822225,923.31,8485.261198280046,11062.167,173.9399371003155,79.641,204.86234395988615
9380,7631,47.672,53.409,0.22,-0.415,0.22,230.59571528483957,1116.900501070436,1097.2889336791882,2966.011,3.047,134.04241515507812,56.09946405068405,24.025,7608.251,10255.79,3715.995,0.22,923.31,8485.261198280046,11062.167,173.9399371003155,79.641,204.86234395988615
